ORCID,Hopkins Profile,Year,Title,Authors,PubMed Link,Abstract
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,A history of stereotactic radiosurgery may predict failure of procedure following percutaneous glycerol rhizotomy for trigeminal neuralgia,"Nair Sumil K, Oh Hyun Jong, Kalluri Anita, Ejimogu Nna-Emeka, Al-Khars Hussain, Abdulrahim Mostafa, Xia Yuanxuan, Yedavalli Vivek, Jackson Christopher M, Huang Judy, Lim Michael, Bettegowda Chetan, Xu Risheng",https://pubmed.ncbi.nlm.nih.gov/38907766/,"Both stereotactic radiosurgery (SRS) and percutaneous glycerol rhizotomy are excellent options to treat TN in patients unable to proceed with microvascular decompression. However, the influence of prior SRS on pain outcomes following rhizotomy is not well understood. We retrospectively reviewed all patients undergoing percutaneous rhizotomy at our institution from 2011 to 2022. Only patients undergoing percutaneous glycerol rhizotomy following SRS (SRS-rhizotomy) or those undergoing primary glycerol rhizotomy were considered. We collected basic demographic, clinical, and pain characteristics for each patient. Additionally, we characterized pain presentation and perioperative complications. Immediate failure of procedure was defined as presence of TN pain symptoms within 1-week of surgery, and short-term failure was defined as presence of TN pain symptoms within 3-months of surgery. A multivariate logistic regression model was used to evaluate the relationship of a history SRS and failure of procedure following percutaneous glycerol rhizotomy. Of all patients reviewed, 30 had a history of SRS prior to glycerol rhizotomy whereas 371 underwent primary percutaneous glycerol rhizotomy. Patients with a history of SRS were more likely to endorse V3 pain symptoms, p = 0.01. Additionally, patients with a history of SRS demonstrated higher preoperative BNI pain scores, p = 0.01. Patients with a history of SRS were more likely to endorse preoperative numbness, p < 0.0001. A history of SRS was independently associated with immediate failure [OR = 5.44 (2.06-13.8), p < 0.001] and short-term failure of glycerol rhizotomy [OR = 2.41 (1.07-5.53), p = 0.03]. Additionally, increasing age was found to be associated with lower odds of short-term failure of glycerol rhizotomy [OR = 0.98 (0.97-1.00), p = 0.01] CONCLUSIONS: A history of SRS may increase the risk of immediate and short-term failure following percutaneous glycerol rhizotomy. These results may be of use to patients who are poor surgical candidates and require multiple noninvasive/minimally invasive options to effectively manage their pain."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Age dependency of neurometabolite T1 relaxation times,"Saipavitra Murali‐Manohar, Helge J. Zoellner, Kathleen E. Hupfeld, Yulu Song, Emily Carter, Vivek Yedavalli, Steve C. N. Hui, Dunja Simičić, Aaron T. Gudmundson, Gizeaddis Lamesgin Simegn, Christopher W. Davies‐Jenkins, Georg Oeltzschner, Eric C. Porges, Richard A.E. Edden",N/A,"Abstract Purpose To measure T 1 relaxation times of metabolites at 3T in a healthy aging population and investigate age dependence. Methods A cohort of 101 healthy adults were recruited with approximately 10 male and 10 female participants in each ‘decade’ band: 18-29, 30-39, 40-49, 50-59, and 60+ years old. Inversion-recovery PRESS data (TE/TR: 30/2000 ms) were acquired at 8 inversion times (TIs) (300, 400, 511, 637, 780, 947, 1148 and 1400 ms) from voxels in white-matter-rich centrum semiovale (CSO) and gray-matter-rich posterior cingulate cortex (PCC). Modeling of TI-series spectra was performed in Osprey 2.5.0. Quantified metabolite amplitudes for total N-acetylaspartate (tNAA 2.0 ), total creatine at 3.0 ppm (tCr 3.0 ) and 3.9 ppm (tCr 3.9 ), total choline (tCho), myo-inositol (mI), and the sum of glutamine and glutamate (Glx) were modeled to calculate T 1 relaxation times of metabolites. Results T 1 relaxation times of tNAA 2.0 in CSO and tNAA 2.0 , tCr 3.0 , mI and Glx in PCC decreased with age. These correlations remained significant when controlling for cortical atrophy. T 1 relaxation times were significantly different between PCC and CSO for all metabolites except tCr 3.0 . We also propose linear models for predicting metabolite T 1 s at 3T to be used in future aging studies. Conclusion Metabolite T 1 relaxation times change significantly with age, an effect that will be important to consider for accurate quantitative MRS, particularly in studies of aging."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Assessment of Thrombectomy versus Combined Thrombolysis and Thrombectomy in Patients with Acute Ischemic Stroke and Medium Vessel Occlusion,"Dmytriw Adam A, Ghozy Sherief, Salim Hamza Adel, Musmar Basel, Siegler James E, Kobeissi Hassan, Shaikh Hamza, Khalife Jane, Abdalkader Mohamad, Klein Piers, Nguyen Thanh N, Heit Jeremy J, Regenhardt Robert W, Cancelliere Nicole M, El Naamani Kareem, Amllay Abdelaziz, Meyer Lukas, Dusart Anne, Bellante Flavio, Forestier Géraud, Rouchaud Aymeric, Saleme Suzana, Mounayer Charbel, Fiehler Jens, Kühn Anna Luisa, Puri Ajit S, Dyzmann Christian, Kan Peter T, Colasurdo Marco, Marnat Gaultier, Berge Jérôme, Barreau Xavier, Sibon Igor, Nedelcu Simona, Henninger Nils, Marotta Thomas R, Stapleton Christopher J, Rabinov James D, Ota Takahiro, Dofuku Shogo, Yeo Leonard L L, Tan Benjamin Y Q, Martinez-Gutierrez Juan Carlos, Salazar-Marioni Sergio, Sheth Sunil, Renieri Leonardo, Capirossi Carolina, Mowla Ashkan, Adeeb Nimer, Cuellar-Saenz Hugo H, Tjoumakaris Stavropoula I, Jabbour Pascal, Khandelwal Priyank, Biswas Arundhati, Clarençon Frédéric, Elhorany Mahmoud, Premat Kevin, Valente Iacopo, Pedicelli Alessandro, Filipe João Pedro, Varela Ricardo, Quintero-Consuegra Miguel, Gonzalez Nestor R, Möhlenbruch Markus A, Jesser Jessica, Costalat Vincent, Ter Schiphorst Adrien, Yedavalli Vivek, Harker Pablo, Chervak Lina M, Aziz Yasmin, Gory Benjamin, Stracke Christian Paul, Hecker Constantin, Kadirvel Ramanathan, Killer-Oberpfalzer Monika, Griessenauer Christoph J, Thomas Ajith J, Hsieh Cheng-Yang, Liebeskind David S, Radu Răzvan Alexandru, Alexandre Andrea M, Tancredi Illario, Faizy Tobias D, Fahed Robert, Weyland Charlotte S, Lubicz Boris, Patel Aman B, Pereira Vitor Mendes, Guenego Adrien",https://pubmed.ncbi.nlm.nih.gov/39105645/,"Background The combination of intravenous thrombolysis (IVT) with mechanical thrombectomy (MT) may have clinical benefits for patients with medium vessel occlusion. Purpose To examine whether MT combined with IVT is associated with different outcomes than MT alone in patients with acute ischemic stroke (AIS) and medium vessel occlusion. Materials and Methods This retrospective study included consecutive adult patients with AIS and medium vessel occlusion treated with MT or MT with IVT at 37 academic centers in North America, Asia, and Europe. Data were collected from September 2017 to July 2021. Propensity score matching was performed to reduce confounding. Univariable and multivariable logistic regression analyses were performed to test the association between the addition of IVT treatment and different functional and safety outcomes. Results After propensity score matching, 670 patients (median age, 75 years [IQR, 64-82 years]; 356 female) were included in the analysis; 335 underwent MT alone and 335 underwent MT with IVT. Median onset to puncture (350 vs 210 minutes,"
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Brain glutathione and GABA+ levels in autistic children,"Song Yulu, Hupfeld Kathleen E, Davies-Jenkins Christopher W, Zöllner Helge J, Murali-Manohar Saipavitra, Mumuni Abdul Nashirudeen, Crocetti Deana, Yedavalli Vivek, Oeltzschner Georg, Alessi Natalie, Batschelett Mitchell A, Puts Nicolaas A J, Mostofsky Stewart H, Edden Richard A E",https://pubmed.ncbi.nlm.nih.gov/38279628/,"Autism spectrum disorder (ASD) is a neurodevelopmental condition characterized by social communication challenges and repetitive behaviors. Altered neurometabolite levels, including glutathione (GSH) and gamma-aminobutyric acid (GABA), have been proposed as potential contributors to the biology underlying ASD. This study investigated whether cerebral GSH or GABA levels differ between a cohort of children aged 8-12 years with ASD (n = 52) and typically developing children (TDC, n = 49). A comprehensive analysis of GSH and GABA levels in multiple brain regions, including the primary motor cortex (SM1), thalamus (Thal), medial prefrontal cortex (mPFC), and supplementary motor area (SMA), was conducted using single-voxel HERMES MR spectroscopy at 3T. The results revealed no significant differences in cerebral GSH or GABA levels between the ASD and TDC groups across all examined regions. These findings suggest that the concentrations of GSH (an important antioxidant and neuromodulator) and GABA (a major inhibitory neurotransmitter) do not exhibit marked alterations in children with ASD compared to TDC. A statistically significant positive correlation was observed between GABA levels in the SM1 and Thal regions with ADHD inattention scores. No significant correlation was found between metabolite levels and hyper/impulsive scores of ADHD, measures of core ASD symptoms (ADOS-2, SRS-P) or adaptive behavior (ABAS-2). While both GSH and GABA have been implicated in various neurological disorders, the current study provides valuable insights into the specific context of ASD and highlights the need for further research to explore other neurochemical alterations that may contribute to the pathophysiology of this complex disorder."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,CEST and nuclear Overhauser enhancement imaging with deep learning–extrapolated semisolid magnetization transfer reference: Scan-rescan reproducibility and reliability studies,"Heo Hye-Young, Singh Munendra, Yedavalli Vivek, Jiang Shanshan, Zhou Jinyuan",https://pubmed.ncbi.nlm.nih.gov/38009996/,"To develop a novel MR physics-driven, deep-learning, extrapolated semisolid magnetization transfer reference (DeepEMR) framework to provide fast, reliable magnetization transfer contrast (MTC) and CEST signal estimations, and to determine the reproducibility and reliability of the estimates from the DeepEMR. A neural network was designed to predict a direct water saturation and MTC-dominated signal at a certain CEST frequency offset using a few high-frequency offset features in the Z-spectrum. The accuracy, scan-rescan reproducibility, and reliability of MTC, CEST, and relayed nuclear Overhauser enhancement (rNOE) signals estimated from the DeepEMR were evaluated on numerical phantoms and in heathy volunteers at 3 T. In addition, we applied the DeepEMR method to brain tumor patients and compared tissue contrast with other CEST calculation metrics. The DeepEMR method demonstrated a high degree of accuracy in the estimation of reference MTC signals at ±3.5 ppm for APT and rNOE imaging, and computational efficiency (˜190-fold) compared with a conventional fitting approach. In addition, the DeepEMR method achieved high reproducibility and reliability (intraclass correlation coefficient = 0.97, intersubject coefficient of variation = 3.5%, and intrasubject coefficient of variation = 1.3%) of the estimation of MTC signals at ±3.5 ppm. In tumor patients, DeepEMR-based amide proton transfer images provided higher tumor contrast than a conventional MT ratio asymmetry image, particularly at higher B The DeepEMR approach is feasible for measuring clean APT and rNOE effects in longitudinal and cross-sectional studies with low scan-rescan variability."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,CT Perfusion Derived rCBV < 42% Lesion Volume Is Independently Associated with Followup FLAIR Infarct Volume in Anterior Circulation Large Vessel Occlusion,"Lakhani Dhairya A, Balar Aneri B, Salim Hamza, Koneru Manisha, Wen Sijin, Ozkara Burak, Lu Hanzhang, Wang Richard, Hoseinyazdi Meisam, Xu Risheng, Nabi Mehreen, Mazumdar Ishan, Cho Andrew, Chen Kevin, Sepehri Sadra, Hyson Nathan, Urrutia Victor, Luna Licia, Hillis Argye E, Heit Jeremy J, Albers Greg W, Rai Ansaar T, Dmytriw Adam A, Faizy Tobias D, Wintermark Max, Nael Kambiz, Yedavalli Vivek S",https://pubmed.ncbi.nlm.nih.gov/38667490/,"Pretreatment CT Perfusion (CTP) parameter rCBV < 42% lesion volume has recently been shown to predict 90-day mRS. In this study, we aim to assess the relationship between rCBV < 42% and a radiographic follow-up infarct volume delineated on FLAIR images. In this retrospective evaluation of our prospectively collected database, we included acute stroke patients triaged by multimodal CT imaging, including CT angiography and perfusion imaging, with confirmed anterior circulation large vessel occlusion between 9 January 2017 and 10 January 2023. Follow-up FLAIR imaging was used to determine the final infarct volume. Student t, Mann-Whitney-U, and Chi-Square tests were used to assess differences. Spearman's rank correlation and linear regression analysis were used to assess associations between rCBV < 42% and follow-up infarct volume on FLAIR. In total, 158 patients (median age: 68 years, 52.5% female) met our inclusion criteria. rCBV < 42% (ρ = 0.56,"
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,CT perfusion based rCBF <38% volume is independently and negatively associated with digital subtraction angiography collateral score in anterior circulation large vessel occlusions,"Lakhani Dhairya A, Balar Aneri B, Koneru Manisha, Wen Sijin, Ozkara Burak Berksu, Wang Richard, Hoseinyazdi Meisam, Nabi Mehreen, Mazumdar Ishan, Cho Andrew, Chen Kevin, Sepehri Sadra, Hyson Nathan, Xu Risheng, Urrutia Victor, Luna Licia, Hillis Argye E, Heit Jeremy J, Albers Greg W, Rai Ansaar T, Yedavalli Vivek S",https://pubmed.ncbi.nlm.nih.gov/38528780/,"Collateral status (CS) is an important biomarker of functional outcomes in patients with acute ischemic stroke secondary to large vessel occlusion (AIS-LVO). Pretreatment CT perfusion (CTP) parameters serve as reliable surrogates of collateral status (CS). In this study, we aim to assess the relationship between the relative cerebral blood flow less than 38% (rCBF <38%), with the reference standard American Society of Interventional and Therapeutic Neuroradiology (ASITN) collateral score (CS) on DSA. In this prospectively collected, retrospectively reviewed analysis, inclusion criteria were as follows: (a) CT angiography (CTA) confirmed anterior circulation large vessel occlusion from 9/1/2017 to 10/01/2023; (b) diagnostic CT perfusion; and (c) underwent mechanical thrombectomy with documented ASITN CS. The ratios of the CTP-derived CBF values were calculated by dividing the values of the ischemic lesion by the corresponding values of the contralateral normal region (which were defined as rCBF). Spearman's rank correlation and logistic regression analysis were performed to determine the relationship of rCBF <38% lesion volume with DSA ASITN CS. In total, 223 patients [mean age: 67.77 ± 15.76 years, 56.1% ( Greater volume of tissue with rCBF <38% is independently associated with better DSA CS. rCBF <38% is a useful adjunct tool in collateralization-based prognostication. Future studies are needed to expand our understanding of the role of rCBF <38% within the decision-making in patients with AIS-LVO."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,CT perfusion derived relative cerebral blood volume < 42 % is negatively associated with poor functional outcomes at discharge in anterior circulation large vessel occlusion stroke,"Lakhani Dhairya A, Balar Aneri B, Vagal Vaibhav, Salim Hamza, Mei Janet, Koneru Manisha, Wen Sijin, Berksu Ozkara Burak, Lu Hanzhang, Wang Richard, Xu Risheng, Nabi Mehreen, Mazumdar Ishan, Cho Andrew, Chen Kevin, Sepehri Sadra, Deng Francis, Hyson Nathan, Urrutia Victor, Luna Licia P, Sriwastwa Aakanksha, Hillis Argye E, Heit Jeremy J, Albers Greg W, Rai Ansaar T, Dmytriw Adam A, Faizy Tobias D, Wintermark Max, Nael Kambiz, Yedavalli Vivek S",https://pubmed.ncbi.nlm.nih.gov/39536379/,"Recent studies have shown that the CT Perfusion (CTP) parameter of rCBV < 42 % lesion volume can predict 90-day functional outcomes in stroke patients. However, its correlation with discharge outcomes, including functional dependence, has not been investigated. Our study aims to evaluate the relationship between rCBV < 42 % and poor functional outcomes at discharge, defined as a modified Rankin score (mRS) of 3 or higher. This retrospective study analyzed patients with confirmed occlusion on CT angiography, who also received CT perfusion between 9/1/2017 and 10/01/2023. Statistical tests (Student's T, Mann-Whitney U, and Chi-Square) were used to assess differences. Univariable and multivariable logistic regression analyses were performed to evaluate the associations of rCBV < 42 % with discharge mRS. A p-value ≤ 0.05 was considered significant. A total of 268 patients [median age: 68 years (IQR: 59-77), 56.3 % female] met the inclusion criteria. Among them, 85 patients (31.7 %) received intravenous thrombolysis (IVT), and 221 patients (82.5 %) underwent mechanical thrombectomy (MT). After adjusting for various variables, logistic regression analysis indicated that rCBV < 42 % lesion volume was associated with poor functional outcomes at discharge (aOR = 0.97, p < 0.05). T. The rCBV < 42 % could be a valuable tool in prognosticating AIS-LVO patients."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Clinically Asymptomatic Hemorrhagic Conversion Is Associated with Need for Inpatient Rehabilitation After Mechanical Thrombectomy for Anterior Circulation Ischemic Stroke,"Hung Alice, Ejimogu Emeka, Ran Kathleen, Nair Sumil, Yang Wuyang, Lee Ryan, Yedavalli Vivek, Hillis Argye, Gailloud Philippe, Caplan Justin, Gonzalez Fernando, Xu Risheng",https://pubmed.ncbi.nlm.nih.gov/38537791/,"Hemorrhagic conversion (HC) is a known complication after acute ischemic stroke (AIS) in patients undergoing mechanical thrombectomy (MT). Although symptomatic HC has been shown to lead to poor neurologic outcomes, the effect of asymptomatic HC (aHC) is unclear. This study aims to identify predictors of aHC and to determine the short-term outcomes. This is a single-institution retrospective study of patients with anterior circulation stroke (AIS) who underwent MT between January 2016 and September 2022. Radiographic HC was identified on postoperative imaging. Asymptomatic hemorrhage was defined as no acute neurologic decline attributable to imaging findings. Baseline characteristics, technical aspects, and outcomes were compared between aHC and no-HC groups. Logistic regression and multivariate analysis were performed. A total of 615 patients underwent MT for AIS, of whom 496 met the inclusion criteria. A total of 235 patients (47.4%) had evidence of aHC. Diabetes mellitus (odds ratio [OR], 1.59; 95% confidence interval [CI], 1.06-2.41; P = 0.03), hyperglycemia (OR, 1.01; 95% CI, 1.00-1.01; P = 0.002), greater number of passes (OR, 1.14; 95% CI, 1.00-1.31; P = 0.05), and longer time to reperfusion (OR, 1.02; 95% CI, 1.00-1.05; P = 0.05) were associated with aHC. Patients with aHC were significantly more likely to require rehabilitation, whereas those without HC were more likely to be discharged home (P < 0.001). There were no significant differences in long-term outcomes. HC occurred in up to half of patients who underwent MT for AIS, most of whom were clinically asymptomatic. Despite clinical stability, aHC was significantly associated with a greater need for inpatient rehabilitation. Predictors of aHC included hyperglycemia and a longer time to reperfusion."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Comparison of test-retest reproducibility of DESPOT and 3D-QALAS for water T1 and T2 mapping,"Simegn Gizeaddis Lamesgin, Gagoski Borjan, Song Yulu, Dean Douglas C, Hupfeld Kathleen E, Murali-Manohar Saipavitra, Davies-Jenkins Christopher W, Simičić Dunja, Wisnowski Jessica, Yedavalli Vivek, Gudmundson Aaron T, Zöllner Helge J, Oeltzschner Georg, Edden Richard A E",https://pubmed.ncbi.nlm.nih.gov/39229114/,"Relaxometry, specifically 10 healthy volunteers underwent brain MRI at 1.3 mm Our results indicate that both the DESPOT and QALAS techniques demonstrate good levels of test-retest reproducibility for Overall, QALAS demonstrated better reproducibility for"
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,"Correction to: Umbrella review and network meta-analysis of diagnostic imaging test accuracy studies in differentiating between brain tumor progression versus pseudoprogression and radionecrosis (Journal of Neuro-Oncology, (2024), 166, 1, (1-15), 10.1007/s11060-023-04528-8)","Dagher Richard, Gad Mona, da Silva de Santana Paloma, Sadeghi Mohammad Amin, Yewedalsew Selome F, Gujar Sachin K, Yedavalli Vivek, Köhler Cristiano André, Khan Majid, Fernandes Tavora Daniel Gurgel, Olayinka Kamson David, Sair Haris I, Luna Licia P",https://pubmed.ncbi.nlm.nih.gov/38858340/,Abstract unavailable.
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Detecting Alzheimer’s Disease Stages and Frontotemporal Dementia in Time Courses of Resting-State fMRI Data Using a Machine Learning Approach,"Sadeghi Mohammad Amin, Stevens Daniel, Kundu Shinjini, Sanghera Rohan, Dagher Richard, Yedavalli Vivek, Jones Craig, Sair Haris, Luna Licia P",https://pubmed.ncbi.nlm.nih.gov/38780666/,"Early, accurate diagnosis of neurodegenerative dementia subtypes such as Alzheimer's disease (AD) and frontotemporal dementia (FTD) is crucial for the effectiveness of their treatments. However, distinguishing these conditions becomes challenging when symptoms overlap or the conditions present atypically. Resting-state fMRI (rs-fMRI) studies have demonstrated condition-specific alterations in AD, FTD, and mild cognitive impairment (MCI) compared to healthy controls (HC). Here, we used machine learning to build a diagnostic classification model based on these alterations. We curated all rs-fMRIs and their corresponding clinical information from the ADNI and FTLDNI databases. Imaging data underwent preprocessing, time course extraction, and feature extraction in preparation for the analyses. The imaging features data and clinical variables were fed into gradient-boosted decision trees with fivefold nested cross-validation to build models that classified four groups: AD, FTD, HC, and MCI. The mean and 95% confidence intervals for model performance metrics were calculated using the unseen test sets in the cross-validation rounds. The model built using only imaging features achieved 74.4% mean balanced accuracy, 0.94 mean macro-averaged AUC, and 0.73 mean macro-averaged F1 score. It accurately classified FTD (F1 = 0.99), HC (F1 = 0.99), and MCI (F1 = 0.86) fMRIs but mostly misclassified AD scans as MCI (F1 = 0.08). Adding clinical variables to model inputs raised balanced accuracy to 91.1%, macro-averaged AUC to 0.99, macro-averaged F1 score to 0.92, and improved AD classification accuracy (F1 = 0.74). In conclusion, a multimodal model based on rs-fMRI and clinical data accurately differentiates AD-MCI vs. FTD vs. HC."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,Endovascular Therapy vs. Best Medical Management in Distal Medium Middle Cerebral Artery Acute Ischemic Stroke: A Multinational Multicenter Propensity Score-Matched Study,"Hamza Salim, Vivek Yedavalli, Basel Musmar, Nimer Adeeb, Kareem El Naamani, Nils Henninger, Sri Hari Sundararajan, Anna Luisa Kühn, Jane Khalife, Sherief Ghozy, Luca Scarcia, Benjamin Yong‐Qiang Tan, Jeremy J. Heit, Robert W. Regenhardt, Nicole M. Cancelliere, Joshua D. Bernstock, Aymeric Rouchaud, Jens Fiehler, Sunil G. Sheth, Muhammed Amir Essibayi, Ajit S. Puri, Christian Dyzmann, Marco Colasurdo, Xavier Barreau, Leonardo Renieri, João Pedro Filipe, Pablo Harker, Răzvan Alexandru Radu, Thomas R. Marotta, Julian Spears, Takahiro Ota, Ashkan Mowla, Pascal Jabbour, Arundhati Biswas, Frédéric Clarençon, James E. Siegler, Thanh N. Nguyen, Ricardo Varela, Amanda Baker, David Altschul, Nestor R. Gonzalez, Markus Möhlenbruch, Vincent Costalat, Benjamin Gory, Christian Paul Stracke, Mohammad Ali Aziz‐Sultan, Constantin Hecker, Hamza Shaikh, David S. Liebeskind, Alessandro Pedicelli, Andrea Alexandre, Illario Tancredi, Tobias D. Faizy, Erwah Kalsoum, Boris Lubicz, Aman B. Patel, Vítor Mendes Pereira, Adrien Guenego, Adam A. Dmytriw",N/A,Abstract unavailable.
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,External assessment of preoperative scores for predicting outcome after microvascular decompression for trigeminal neuralgia,"Xie Michael E, Halbert-Elliott Kyra, Nair Sumil K, Jun Jinwoo, Dong Bryan C, Ran Kathleen R, Kilgore Collin B, Kalluri Anita, Yedavalli Vivek S, Jackson Christopher M, Lim Michael, Huang Judy, Bettegowda Chetan, Xu Risheng",https://pubmed.ncbi.nlm.nih.gov/38669711/,"Recently, two scoring systems have been developed for predicting pain-free outcomes after microvascular decompression (MVD). Evaluation of these scores on large external datasets has been limited. In this study, the authors aimed to evaluate the performance of published MVD scoring systems in predicting pain-free outcome. A total of 458 patients who underwent MVD for trigeminal neuralgia (TN) between 2007 and 2020 and had at least 6 months of follow-up were included in this study. Hardaway and Panczykowski scores were retrospectively computed for each patient and compared with postoperative pain recurrence and pain-free duration. The mean ± SD area under the receiver operating characteristic curve for predicting any pain recurrence after MVD was 0.567 ± 0.081 using the Hardaway score and 0.546 ± 0.085 using the Panczykowski score. On log-rank tests and Kaplan-Meier analysis, the patients with Hardaway scores of 0-2 had significantly shorter pain-free survival times after MVD than did those with a score of 3. Patients with a Panczykowski score of 1 had a significantly shorter pain-free duration after surgery compared with both patients with scores of 2-3 and patients with scores of 4-5. Patients with Panczykowski scores of 2-3 also had significantly shorter pain-free duration compared with patients with scores of 4-5. Both the Hardaway and Panczykowski scores may be useful for predicting postoperative pain-free duration in TN patients, and their utility may be greatest when scores are clustered. Continued refinement of both scoring systems will help to improve our ability to predict patient outcomes after MVD."
0000-0002-2450-4014,https://profiles.hopkinsmedicine.org/provider/vivek-yedavalli/2709369,2024,First pass effect as an independent predictor of functional outcomes in medium vessel occlusions: An analysis of an international multicenter study,"Radu Răzvan Alexandru, Costalat Vincent, Fahed Robert, Ghozy Sherief, Siegler James E, Shaikh Hamza, Khalife Jane, Abdalkader Mohamad, Klein Piers, Nguyen Thanh N, Heit Jeremy J, Sweid Ahmad, El Naamani Kareem, Regenhardt Robert W, Diestro Jose Danilo Bengzon, Cancelliere Nicole M, Amllay Abdelaziz, Meyer Lukas, Dusart Anne, Bellante Flavio, Forestier Géraud, Rouchaud Aymeric, Saleme Suzana, Mounayer Charbel, Fiehler Jens, Kühn Anna Luisa, Puri Ajit S, Dyzmann Christian, Kan Peter T, Colasurdo Marco, Marnat Gaultier, Berge Jérôme, Barreau Xavier, Sibon Igor, Nedelcu Simona, Henninger Nils, Kyheng Maéva, Marotta Thomas R, Stapleton Christopher J, Rabinov James D, Ota Takahiro, Dofuku Shogo, Yeo Leonard Ll, Tan Benjamin Yq, Martinez-Gutierrez Juan Carlos, Salazar-Marioni Sergio, Sheth Sunil, Renieri Leonardo, Capirossi Carolina, Mowla Ashkan, Tjoumakaris Stavropoula I, Jabbour Pascal, Khandelwal Priyank, Biswas Arundhati, Clarençon Frédéric, Elhorany Mahmoud, Premat Kevin, Valente Iacopo, Pedicelli Alessandro, Pedro Filipe João, Varela Ricardo, Quintero-Consuegra Miguel, Gonzalez Nestor R, Möhlenbruch Markus A, Jesser Jessica, Tancredi Illario, Ter Schiphorst Adrien, Yedavalli Vivek, Harker Pablo, Chervak Lina M, Aziz Yasmin, Gory Benjamin, Paul Stracke Christian, Hecker Constantin, Killer-Oberpfalzer Monika, Griessenauer Christoph J, Thomas Ajith J, Hsieh Cheng-Yang, Liebeskind David S, Alexandre Andrea M, Faizy Tobias D, Weyland Charlotte, Patel Aman B, Pereira Vitor Mendes, Lubicz Boris, Dmytriw Adam A, Guenego Adrien",https://pubmed.ncbi.nlm.nih.gov/37885243/,"First pass effect (FPE), achievement of complete recanalization (mTICI 2c/3) with a single pass, is a significant predictor of favorable outcomes for endovascular treatment (EVT) in large vessel occlusion stroke (LVO). However, data concerning the impact on functional outcomes and predictors of FPE in medium vessel occlusions (MeVO) are scarce. We conducted an international retrospective study on MeVO cases. Multivariable logistic modeling was used to establish independent predictors of FPE. Clinical and safety outcomes were compared between the two study groups (FPE vs non-FPE) using logistic regression models. Good outcome was defined as modified Rankin Scale 0-2 at 3 months. Eight hundred thirty-six patients with a final mTICI ⩾ 2b were included in this analysis. FPE was observed in 302 patients (36.1%). In multivariable analysis, hypertension (aOR 1.55, 95% CI 1.10-2.20) and lower baseline NIHSS score (aOR 0.95, 95% CI 0.93-0.97) were independently associated with an FPE. Good outcomes were more common in the FPE versus non-FPE group (72.8% vs 52.8%), and FPE was independently associated with favorable outcome (aOR 2.20, 95% CI 1.59-3.05). 90-day mortality and intracranial hemorrhage (ICH) were significantly lower in the FPE group, 0.43 (95% CI, 0.25-0.72) and 0.55 (95% CI, 0.39-0.77), respectively. Over 2/3 of patients with MeVOs and FPE in our cohort had a favorable outcome at 90 days. FPE is independently associated with favorable outcomes, it may reduce the risk of any intracranial hemorrhage, and 3-month mortality."
