ORCID,Year,Title,Authors,PubMed Link,Abstract
0000-0003-4888-8806,2023,Dichorionic diamniotic heterotopic twin gestation with cesarean section scar implantation and placenta increta,"Wang Felicia, Vaught Arthur, Rosner Mara, Baschat Ahmet, Darwin Kristin, Halscott Torre, Kush Michelle, Miller Jena, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/37691758/,"Heterotopic cesarean scar pregnancy is an extremely rare form of pregnancy and is defined as an intrauterine pregnancy coexisting with an ectopic pregnancy implanted in the cesarean scar. Cesarean scar ectopic pregnancy can also be a precursor for placenta accreta spectrum, a potentially life-threatening condition in which the placenta is abnormally adherent to the uterine myometrium and possibly adjacent organs. Although cesarean scar ectopic pregnancies are rare, there has been an increase in their incidence due to the rise in cesarean deliveries. We present the case of a 35-year-old patient with a heterotopic pregnancy with ectopic implantation in a cesarean scar and associated placenta increta, as well as the radiologic evaluation of placenta accreta spectrum and subsequent management."
0000-0003-4888-8806,2023,Metastatic melanoma presenting as rapidly enlarging hepatic cysts,"Song Christopher I, Buchanan Mary Elizabeth, Maleki Zahra, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/37448605/,"Malignant melanoma is a highly aggressive disease with a propensity for metastatic spread. Although recent advances in targeted therapies have improved outcomes, effective screening for metastasis remains an important area of further research. We present a case of a man in his 70s who was recently diagnosed with recurrent, locally advanced melanoma. He presented with abdominal fullness, jaundice, and poor appetite. MR imaging of the abdomen revealed innumerable hepatic cysts with internal fluid-fluid levels which were markedly increased in size and number from recent imaging. These findings necessitated a broad differential that included parasitic or bacterial infection, metastases, or drug-induced polycystic liver disease. Subsequent biopsy revealed metastatic melanoma consistent with the patient's primary tumor. The patient was ultimately transitioned to comfort care measures due to the burden of the liver metastases and passed away shortly after presentation."
0000-0003-4888-8806,2023,Evaluation and Comparison of Two Media-Rich Radiology Apps Regarding Pathology of the Lumbar Spine: Lessons for Medical Education App Developers and Content Creators,"Gomez Erin, Recht Hannah, Weisberg Edmund M, Kauffman Lilly, Dubash Arish, Fishman Elliot K, Raminpour Sara",https://pubmed.ncbi.nlm.nih.gov/37045692/,"Mobile applications have become an increasingly popular component of medical education over the past 2 decades. Visual layout and aesthetics are important considerations in app design given Generation Z's strong preference for visually appealing digital content. In this study, we evaluate students' perceptions of an educational app related to pathology of the lumbar spine before and after a redesign of its workflow and illustrations. A professional user experience and interface designer was recruited for the revision of an iOS app focused on anatomy and pathology of the lumbar spine on abdominal computed tomography (CT). Revisions focused on developing the app to make it more visually appealing, increasing ease of use, and fixing bugs. An IRB-approved study was conducted in which participants were asked to interact with the original and revised versions of the app prior to completing a survey regarding their perception of the graphics, animation style, overall app design, and content. Overall impressions of the revised app were more positive than the original app, with 89% of respondents finding the revised app's graphics to be visually appealing compared to 39% regarding the original app. Further, 95% of respondents indicated that the revised app's layout was organized and user-friendly compared to 73% regarding the original. Both apps received similarly positive ratings for participants' understanding of the presented materials. User feedback is key when designing mobile health and educational applications. Feedback may be sought via formal usability testing or app-specific surveys. The aesthetics, layout, and ease of use of mobile apps are important considerations and, in the absence of content alteration, may influence user engagement. Knowledge regarding these factors may guide content creators when developing and deploying mobile health applications."
0000-0003-4888-8806,2023,Multimodal imaging appearance including cinematic rendering of renal malakoplakia in a patient with E. coli bacteremia,"Henlon Nicholas E, Fishman Elliot K, Gomez Erin N",https://pubmed.ncbi.nlm.nih.gov/36561548/,"Renal malakoplakia is a rare inflammatory disorder that predominantly affects the bladder, but has also been known to affect the kidneys. We present a case of a young woman with renal malakoplakia and concomitant"
0000-0003-4888-8806,2023,Placental bands on MRI in the setting of placenta accreta spectrum: Case report with radiologic-pathologic correlation,"Weinstein Robert, Vaught Arthur, Baras Alexander, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/36439927/,"Placental bands on T2-weighted magnetic resonance imaging (MRI) are a known imaging finding in placenta accreta spectrum (PAS). It is believed that these linear T2 hypo-intensities may reflect increased fibrin deposition in the setting of placental hemorrhage or infarct. However, to date there is little published data regarding histopathologic analysis of placental parenchyma at the site of identified bands. We report the case of a 34-year-old female with a single placental band demonstrated on preoperative MRI which was evaluated postoperatively and found to represent a placental infarct."
0000-0003-4888-8806,2022,Development of Educational Media for Medical Trainees Studying MRI Physics: Effect of Media Format on Learning and Engagement,"Day Jeff, Devers Christopher J, Wu Emily, Devers Erin E, Gomez Erin",https://pubmed.ncbi.nlm.nih.gov/35452625/,"MRI physics is a challenging subject for radiology residents and comprises a significant portion of the ABR CORE examination, which must be passed to achieve board certification. Despite established needs for increased quality and quantity of radiology physics resources, there is little information regarding the most effective method of engaging learners and delivering this content. To assess trainee perceptions of currently available MRI physics learning resources, a needs assessment survey was distributed to current members and recent graduates of our diagnostic radiology residency program. Based on the results of the needs assessment, we created three different types of media illustrating the fundamentals of MRI physics: text with images, text with animations, and a narrated video. Formal evaluation of the media via an institutional review board-approved, experimentally designed study helped us better understand the impact that media format had on deep structure learning, efficiency, and engagement. Respondents to the needs assessment indicated a desire for physics resources that were visually appealing with simplified details and associated practice questions. Participants demonstrated significant learning across all media formats but rated video as the most engaging media type. Knowledge of media attributes that positively impact trainee performance may inform content creators and educators alike when designing and distributing educational materials related to MRI physics."
0000-0003-4888-8806,2022,"CT of acute abdominopelvic hemorrhage: protocols, pearls, and pitfalls","Gomez Erin, Horton Karen, Fishman Elliot K, Johnson Pamela T",https://pubmed.ncbi.nlm.nih.gov/34731281/,"Abdominal and pelvic hemorrhage may be secondary to a number of causes and is often a medical emergency. Patient presentation ranges from obvious trauma with evidence of hemodynamic instability to vague symptoms. CT has become the imaging modality of choice for identifying abdominopelvic hemorrhage. Recognizing acute hemorrhage as well as identifying its location and severity are key to expediting management. In the Emergency Department, ultrasound often used in the initial evaluation of trauma patients, but is not sensitive for subtle bleeds or injuries. CT is the best first-line imaging tool to identify abdominal hemorrhage and, compared with angiography, has been shown to be superior in detecting intra-abdominal bleeding, especially when the bleeding rate is low. Depending on location and etiology, abdominopelvic hemorrhage may have a characteristic appearance, such as the ""sentinel clot"" sign associated with blunt trauma to the solid organs or the ""triangle sign"" of a mesenteric bleed. The following pictorial essay reviews CT technique, study interpretation, and interpretative pearls and pitfalls in the recognition of acute abdominopelvic hemorrhage."
0000-0003-4888-8806,2021,MRI-based pictorial review of the FIGO classification system for uterine fibroids,"Gomez Erin, Nguyen My-Linh T, Fursevich Dzmitry, Macura Katarzyna, Gupta Ayushi",https://pubmed.ncbi.nlm.nih.gov/33385249/,"Uterine fibroids are the most common gynecologic neoplasm and contribute to significant morbidity, particularly when submucosal in location or large enough to cause bulk symptoms. Correctly classifying fibroids is essential for treatment planning and prevention of complications. Ultrasound is the first-line imaging modality for characterizing uterine fibroids. However, MRI allows for high-resolution, multiplanar visualization of leiomyomata that affords a more accurate assessment than ultrasound, particularly when fibroids are numerous. The FIGO system was developed in order to more uniformly and consistently describe and classify uterine fibroids. In this article, we review the MRI appearance of each of the FIGO classification types, detailing key features to report. Additionally, we present a proposed template for structured reporting of uterine fibroids based on the FIGO classification system."
0000-0003-2397-9648,2026,Beyond the norm: Exploring the diverse facets of adrenal lesions,"Afif Sadaf, Mahmood Zoya, Zaheer Atif, Azadi Javad R",https://pubmed.ncbi.nlm.nih.gov/40877064/,"Radiological diagnosis of adrenal lesions can be challenging due to the overlap between benign and malignant imaging features. The primary challenge in managing adrenal lesions is to accurately identify and characterize them to minimize unnecessary diagnostic examinations and interventions. However, there are substantial risks of underdiagnosis and misdiagnosis. This review article provides a comprehensive overview of typical, atypical, and overlapping imaging features of both common and rare adrenal lesions and explores emerging applications of artificial intelligence powered analysis of CT and MRI, which could play a pivotal role in distinguishing benign from malignant and functioning from non-functioning adrenal lesions with significant diagnostic accuracy, thereby enhancing diagnostic confidence and potentially reducing unnecessary interventions."
0000-0003-2397-9648,2026,Standardizing the Standard of Care: The Blue Ribbon Panel on Fluoroscopy Safety’s Vision for Fluoroscopy Safety Across Medicine,Azadi Javad R,https://pubmed.ncbi.nlm.nih.gov/41616962/,Abstract unavailable.
0000-0003-2397-9648,2025,Things We Do for No Reason™: Overlooking incidental coronary artery calcification (iCAC),"Sun Kristie J, Whelton Seamus P, Feldman Leonard, Johnson Pamela T, Azadi Javad R",https://pubmed.ncbi.nlm.nih.gov/40878018/,"A 58-year-old man with no significant medical history or prescribed medications, including coronary artery disease, presented to the emergency department with hypoxemia due to COVID-19. A non-contrast chest computed tomography (CT) ordered to evaluate for the cause of the patient's hypoxemia revealed mild ground-glass opacities and moderate incidental coronary artery calcium (iCAC), noted in the body of the report. The CT report impression only reads ""Peripheral ground glass opacities in keeping with COVID-19 infection."" The hospitalist, unsure of what do for moderate iCAC, discharged the patient to follow-up with his primary care provider without addressing it. Eighteen months later, the patient returned to the emergency department with an acute myocardial infarction."
0000-0003-2397-9648,2025,Gastric Cancer Metastasis Mimicking Thyroiditis,"Kamona Aws, Azadi Javad R",https://pubmed.ncbi.nlm.nih.gov/39670844/,Abstract unavailable.
0000-0003-2397-9648,2025,Radiomics machine learning algorithm facilitates detection of small pancreatic neuroendocrine tumors on CT,"Lopez-Ramirez Felipe, Soleimani Sahar, Azadi Javad R, Sheth Sheila, Kawamoto Satomi, Javed Ammar A, Tixier Florent, Hruban Ralph H, Fishman Elliot K, Chu Linda C",https://pubmed.ncbi.nlm.nih.gov/39278763/,"The purpose of this study was to develop a radiomics-based algorithm to identify small pancreatic neuroendocrine tumors (PanNETs) on CT and evaluate its robustness across manual and automated segmentations, exploring the feasibility of automated screening. Patients with pathologically confirmed T1 stage PanNETs and healthy controls undergoing dual-phase CT imaging were retrospectively identified. Manual segmentation of pancreas and tumors was performed, then automated pancreatic segmentations were generated using a pretrained neural network. A total of 1223 radiomics features were independently extracted from both segmentation volumes, in the arterial and venous phases separately. Ten final features were selected to train classifiers to identify PanNETs and controls. The cohort was divided into training and testing sets, and performance of classifiers was assessed using area under the receiver operator characteristic curve (AUC), specificity and sensitivity, and compared against two radiologists blinded to the diagnoses. A total of 135 patients with 142 PanNETs, and 135 healthy controls were included. There were 168 women and 102 men, with a mean age of 55.4 ± 11.6 (standard deviation) years (range: 20-85 years). Median PanNET size was 1.3 cm (Q1, 1.0; Q3, 1.5; range: 0.5-1.9). The arterial phase LightGBM model achieved the best performance in the test set, with 90 % sensitivity (95 % confidence interval [CI]: 80-98), 76 % specificity (95 % CI: 62-88) and an AUC of 0.87 (95 % CI: 0.79-0.94). Using features from the automated segmentations, this model achieved an AUC of 0.86 (95 % CI: 0.79-0.93). In comparison, the two radiologists achieved a mean 50 % sensitivity and 100 % specificity using arterial phase CT images. Radiomics features identify small PanNETs, with stable performance when extracted using automated segmentations. These models demonstrate high sensitivity, complementing the high specificity of radiologists, and could serve as opportunistic screeners."
0000-0003-2397-9648,2025,Anticoagulation for splanchnic vein thrombosis in acute pancreatitis increases bleeding risk without improving outcomes,"Jajoo Arpita, Atri Viha, Shrestha Ajaya, Saad-Ahmed Omar Ahmed, Vaidya Jay, Ma Jianqiao, Boppana Sri Harsha, Syed Kunzah A, Yin Tu Melody Pi, Shaik Mohammed Rifat, Kamal Ayesha, Azadi Javad, Afghani Elham, Singh Vikesh K, Akshintala Venkata S",https://pubmed.ncbi.nlm.nih.gov/40180832/,"Treatment guidelines on anticoagulation (AC) to treat splanchnic vein thrombosis (SVT) after acute pancreatitis (AP) are not well-established. This research examines the efficacy and safety of AC in SVT. We retrospectively investigated the demographics, clinical progression, radiologic findings, interventions, and outcomes of patients with AP between 2018 and 2022 at a single tertiary care center. The primary and secondary outcomes were development of SVT in AP and effects of AC, respectively. 897 patients developed AP (average 50.5 years old, 46% female, 20% moderately severe AP, 4% severe AP), of whom 4.8% developed SVT. SVT was associated with recurrent and chronic pancreatitis (28%, p = 0.021 and 37%, p < 0.001) and malignancy (21%, p < 0.001). SVT was associated with severe pancreatitis courses (12% vs. 3%, p < 0.001) and an increase in six-month mortality (14% vs. 4%, p = 0.022). AC was used for 47% of patients with SVT. However, AC did not prevent SVT sequelae, including gastroesophageal varices formation (p = 1), variceal hemorrhage (p = 0.68), or splenic infarction (p = 1), and did not improve survival (p = 0.19). While AC did not improve outcomes, it was associated with bleeding episodes in 50% of patients (p < 0.001). Approximately half of patients who develop SVT after AP receive AC despite no reduction in adverse events or mortality. Additionally, half of patients receiving AC experience bleeding complications. The limited evidence presented in this study suggests that the risks of AC for SVT in AP may outweigh its benefits and highlights the need for future studies in larger prospective cohorts."
0000-0003-2397-9648,2025,ChatGPT-4's Accuracy in Estimating Thyroid Nodule Features and Cancer Risk From Ultrasound Images,"Cabezas Esteban, Toro-Tobon David, Johnson Thomas, Álvarez Marco, Azadi Javad R, Gonzalez-Velasquez Camilo, Singh Ospina Naykky, Ponce Oscar J, Branda Megan E, Brito Juan P",https://pubmed.ncbi.nlm.nih.gov/40139461/,"To evaluate the performance of GPT-4 and GPT-4o in accurately identifying features and categories from thyroid nodule ultrasound images following the American College of Radiology Thyroid Imaging Reporting and Data System (TI-RADS). This comparative validation study, conducted between October 2023 and May 2024, utilized 202 thyroid ultrasound images sourced from 3 open-access databases. Both complete and cropped versions of each image were independently evaluated by expert radiologists to establish a reference standard for TI-RADS features and categories. GPT-4 and GPT-4o were prompted to analyze each image, and their generated TI-RADS outputs were compared to the reference standard. GPT-4 demonstrated high specificity but low sensitivity when assessing complete thyroid ultrasound images across most TI-RADS categories, resulting in mixed overall accuracy. For low-risk nodules (benign), GPT-4 achieved 25.0% sensitivity, 99.5% specificity, and 93.6% accuracy. In contrast, in the higher risk moderately suspicious category GPT-4 showed 75% sensitivity, 22.2% specificity, and 42.1% accuracy. While GPT-4 effectively identified features like smooth margins (73% vs 65% the reference standard), it struggled to identify other features like isoechoic echogenicity (5% vs 46%), and echogenic foci (3% vs 27%). The assessment of cropped images using both GPT-4 and GPT-4o followed similar patterns, though with slight deviations indicating a decrease in performance compared to GPT-4's assessment of complete images. While GPT-4 and GPT-4o models show potential for improving the efficiency of thyroid nodule triage, their performance remains suboptimal, particularly in higher-risk categories. Further refinement and validation of these models are necessary before clinical implementation."
0000-0003-2397-9648,2025,Is older age an appropriate criterion alone for ordering cervical spine computed tomography after trauma,"Radmard Mahla, Tafazolimoghadam Armin, Hoseinyazdi Meisam, Shahriari Mona, Azadi Javad R, Chanmugam Arjun, Yousem David M",https://pubmed.ncbi.nlm.nih.gov/38940447/,"Cervical spine computed tomography (CSCT) scans are frequently performed in older emergency department (ED) trauma patients based on the 65-year-old high-risk criterion of the Canadian Cervical Spine Rule (CCR). We sought to determine the positivity rate of CSCT scans in symptomatic and asymptomatic patients to assess the current applicability of age in the CCR. We reviewed CSCT ED reports from two institutional hospitals from 2018 to 2023. The primary variable was age; however, we also recorded fracture types and sites and type of treatments. Patients were separated into symptomatic and asymptomatic cohorts. We used a Fisher's exact test to compare variables between the asymptomatic and symptomatic groups and chi-square tests for comparison between age groups. Of 9455 CSCTs performed in patients ≥ 65 years, 192 (2.0%) fractures were identified (113 females); 28 (0.30%) were in asymptomatic patients. The rates of fractures (1.6%) and asymptomatic fractures (0.18%) were lowest in the 65- to 70-year age group. There were no distinguishing features as to the level or part of the vertebra fractured or surgical treatment rate between asymptomatic and symptomatic patients. Cervical spine fractures in posttrauma patients ≥ 65 years are uncommon, with the lowest incidence in those 65 to 70 years old. Excluding asymptomatic individuals aged 65-70 from routine CSCT presents a minimal risk of missed fractures (0.18%). This prompts consideration for refining age-based screening and integrating shared decision making into the clinical protocol for this demographic, reflecting the low incidence of fractures and the changing health profile of the aging population."
0000-0003-2397-9648,2025,Relationship of Mechanism of Injury to Asymptomatic Cervical Spine Fractures in the Elderly,"Lawrence Christopher, Radmard Mahla, Tafazolimoghadam Armin, Amoah Akua Afrah, Lakhani Dhairya A, Azadi Javad, Chanmugam Arjun, Yousem David M",https://pubmed.ncbi.nlm.nih.gov/39424313/,"The Canadian Cervical Spine Rule, a clinical decision-making tool for patients post-trauma, is often interpreted as recommending cervical spine CT in patients ≥65 years old, who sustain a dangerous mechanism of injury, and/or have extremity paresthesias. We retrospectively reviewed 6 years' of emergency department cervical spine CT reports to determine fracture rates in patients ≥65, symptomatic or not, who did and did not have a dangerous mechanism. Of those ≥65 years old, 240 of 13,925 (1.72%) patients had cervical spine fractures. The fracture rate in asymptomatic patients ≥65 was 0.27%. The fracture rate in asymptomatic patients ≥65, who did not have a dangerous mechanism of injury was 0.15%. The rate of unstable fractures requiring surgery was 0.007%. The findings suggest that the algorithm to scan asymptomatic patients ≥65, and/or those ≥65 without a dangerous injury mechanism, should be revisited for appropriateness and overall value."
0000-0003-2397-9648,2025,Ultrasound-guided thyroid fine-needle aspiration and concurrent core needle biopsy: A comparative study with practical clinical scenarios,"Bailey Gabrielle E, Azadi Javad, Russell Jonathon O, Cochand-Priollet Béatrix, Maleki Zahra",https://pubmed.ncbi.nlm.nih.gov/40713932/,"Fine-needle aspiration (FNA) is the gold standard for evaluating thyroid nodules. However, the patient's clinical condition rarely demands an immediate, definitive diagnosis or additional ancillary studies. This study evaluates the utility of thyroid core needle biopsies (CNBs) as an adjunct to FNA, particularly when ancillary studies are not feasible on cytologic material. The electronic pathology database at a large academic institution was searched for cases of thyroid FNA with concurrent CNB (2000-2024). In total, 140 cases were included, and data on patient demographics, nodule characteristics, diagnoses from cytology and CNB, ancillary studies, and surgical pathology diagnosis were recorded. A definitive diagnosis was made on 98 (70%) cases of CNB concurrent with FNA. Core needle biopsies provided a definitive diagnosis in 16 (64%) FNA category I cases of The Bethesda System for Reporting Thyroid Cytopathology. Fifty-four (38.5%) CNBs were benign, and 43 (30.7%) CNBs were malignant, including 23 (16.4%) primary thyroid carcinomas, 9 (6.4%) lymphomas, 6 (4.2%) secondary carcinomas, and 5 (3.5%) other malignancies. Nine CNB cases were diagnosed as indeterminate, including 5 atypical cases and 4 suspicious for malignancy. Ancillary studies, including immunostains (49), molecular testing (19), PD-L1 (3), and fluorescence in situ hybridization (2), were performed in 73 (52%) CNBs, and histology diagnoses were in agreement in 39 (79.6%) of 49 cases. Eleven (7.8%) CNBs were nondiagnostic. Minor complications (small hematomas) occurred in 3 (2%) cases. Concurrent FNA and CNB can be valuable, potentially reducing the surgery rate. Core needle biopsy is particularly useful for repeatedly nondiagnostic FNA, atypical cells, or when tissue is needed for diagnostic, prognostic, or molecular profiling of malignancies such as anaplastic thyroid carcinoma."
0000-0003-2397-9648,2024,Tip of the iceberg: extracardiac CT findings in infective endocarditis,"Greer M E, Ghuman N, Johnson P T, Zimmerman S L, Fishman E K, Facciola J, Azadi Javad R",https://pubmed.ncbi.nlm.nih.gov/38941027/,"Infective endocarditis (IE) is a disease with high morbidity and mortality rate, but diagnosis is confounded by diverse clinical presentations, which mimic other pathologies. A history of illicit intravenous drug use, previous cardiac valve surgery, and indwelling intracardiac devices increases the risk for developing infective endocarditis. The modified Duke criteria serve as the standard diagnostic tool, though its accuracy is reduced in certain cases. Radiologists in the Emergency Room setting reading body CT may be the first to identify the secondary extra-cardiac complications and facilitate expeditious management by considering otherwise unsuspected infective endocarditis. This review highlights common extracardiac complications of IE and their corresponding CT findings in the chest, abdomen, pelvis, and brain. If IE is suspected radiologists should suggest further investigation with echocardiography."
0000-0003-2397-9648,2024,Comparative Intraprostatic Evaluation of PSMA-Based PET-CT vs mpMRI as an Imaging Biomarker of Androgen Receptor Signaling in High-Risk Prostate Cancer (PCa),Author list unavailable.,,Abstract unavailable.
0000-0003-2397-9648,2024,Cross-Sectional Imaging Characteristics of Pancreatic Intraductal Oncocytic Papillary Neoplasms,"Iranpour Negaur, Singhi Aatur, Salimian Kevan Jonathan, Azadi Javad R, Slivka Adam, Ngan Ka-Kei, McGrath Kevin, Fasanella Kenneth, Zureikat Amer, Paniccia Alessandro, Zaheer Atif, Dasyam Anil K",https://pubmed.ncbi.nlm.nih.gov/38595162/,"Pancreatic intraductal oncocytic papillary neoplasms (IOPN) are rare precursors to pancreatic ductal adenocarcinoma. We report cross-sectional computed tomography and magnetic resonance imaging (where available) findings of pancreatic IOPNs. Consecutive cases of pancreatic IOPNs identified on pathology between 2008 and 2020 at University of Pittsburgh and Johns Hopkins University were included in the study. Cross-sectional imaging of all patients was reviewed by two subspecialty trained abdominal radiologists. Patient demographics, cross-sectional imaging appearances and growth characteristics were evaluated. In this dual-center study, 14 patients with IOPNs were included. Median age was 64 years, and 64% were male. The median size of the lesions was 5.4 cm (range, 1.4-12.3 cm). All patients had either an enhancing mural nodule (93% of patients) and/or thick internal septations (29%). Thin/imperceptible outer wall was seen in 93%. Main duct was involved in 64% of the cases. Only 14% of the cases did not demonstrate abutment of the main duct. Histologic evaluation of surgical specimen showed high-grade dysplasia without invasive carcinoma in 57% and invasive carcinoma in 43% of cases. Lesions with invasive carcinoma were larger (7.1 cm vs 4.3 cm, P = 0.05) and tended to have larger mural nodule (3.7 cm vs 1.8 cm) compared with those without invasive carcinoma. Pancreatic IOPNs are rare cystic premalignant lesions, which among resected cases, are predominantly seen in middle aged men, are often large, have enhancing mural nodules and frequently harbor invasive carcinoma."
0000-0003-2397-9648,2024,Opportunistic Screening for Coronary Artery Disease: An Untapped Population Health Resource,"Malik Rubab F, Sun Kristie J, Azadi Javad R, Lau Brandyn D, Whelton Seamus, Arbab-Zadeh Armin, Wilson Renee F, Johnson Pamela T",https://pubmed.ncbi.nlm.nih.gov/38382860/,"Coronary artery disease is the leading cause of death in the United States. At-risk asymptomatic adults are eligible for screening with electrocardiogram-gated coronary artery calcium (CAC) CT, which aids in risk stratification and management decision-making. Incidental CAC (iCAC) is easily quantified on chest CT in patients imaged for noncardiac indications; however, radiologists do not routinely report the finding. To determine the clinical significance of CAC identified incidentally on routine chest CT performed for noncardiac indications. An informationist developed search strategies in MEDLINE, Embase, and SCOPUS, and two reviewers independently screened results at both the abstract and full text levels. Data extracted from eligible articles included age, rate of iCAC identification, radiologist reporting frequency, impact on downstream medical management, and association of iCAC with patient outcomes. From 359 unique citations, 83 research publications met inclusion criteria. The percentage of patients with iCAC ranged from 9% to 100%. Thirty-one investigations measured association(s) between iCAC and cardiovascular morbidity and mortality, and 29 identified significant correlations, including nonfatal myocardial infarction, fatal myocardial infarction, major adverse cardiovascular event, cardiovascular death, and all-cause death. iCAC was present in 20% to 100% of the patients in these cohorts, but when present, iCAC was reported by radiologists in only 31% to 44% of cases. Between 18% and 77% of patients with iCAC were not on preventive medications in studies that reported these data. Seven studies measured the effect of reporting on guideline directed medical therapy, and 5 (71%) reported an increase in medication prescriptions after diagnosis of iCAC, with one confirming reductions in low-density lipoprotein levels. Twelve investigations reported good concordance between CAC grade on noncardiac CT and Agatston score on electrocardiogram-gated cardiac CT, and 10 demonstrated that artificial intelligence tools can reliably calculate an Agatston score on noncardiac CT. A body of evidence demonstrates that patients with iCAC on routine chest CT are at risk for cardiovascular disease events and death, but they are often undiagnosed. Uniform reporting of iCAC in the chest CT impression represents an opportunity for radiology to contribute to early identification of high-risk individuals and potentially reduce morbidity and mortality. AI tools have been validated to calculate Agatston score on routine chest CT and hold the best potential for facilitating broad adoption."
0000-0003-2397-9648,2024,Rapid on-site evaluation (ROSE) of image-guided FNA specimens improves subsequent core biopsy adequacy in clinical trial patients: The impact of preanalytical factors and its correlation with survival,"Graham Ashleigh J, Robinson Mahalia T, Kahler Jessica, Azadi Javad R, Maleki Zahra",https://pubmed.ncbi.nlm.nih.gov/37768842/,"Sufficient tumor collection has become of utmost importance in therapeutic experimental protocols. Rapid on-site evaluation (ROSE) ensures adequate sampling for quantification of biomarkers, molecular analyses, and other ancillary studies. The objectives of this study were to evaluate the role of ROSE in trial-associated fine-needle aspiration (FNA) and to analyze predictors of adequacy and cumulative survival from in-house FNA cases used in clinical trials. Clinical trial FNA biopsies performed at a large academic institution were analyzed over 10 months using a comprehensive chart review of the electronic medical records. SPSS version 28 was used for statistical analysis. Three hundred twenty-five FNAs were collected for 57 clinical trials. In total, 225 individual patients had an average of 1.4 FNA procedures each as a result of a multidepartmental collaborative effort. ROSE was performed for all patients, and adequacy was evaluated by cytotechnologists. Seventy-eight percent of samples were considered adequate, 14% were considered less than optimal, and 8% were considered inadequate, with the latter two categories designated together as less than adequate. The imaging modalities were mainly ultrasound-guided (n = 267; 82%) and computed tomography-guided (n = 58; 18%). There was a statistically significant association between adequate sampling and ultrasound-guided biopsies (83%) compared with computed tomography-guided biopsies (59%; p < .01). The effect of body mass index (BMI) on mortality was also a significant finding. The authors observed a survival benefit in patients who had elevated BMIs (range, 25.0-34.9 kg/m Ultrasound-guided modalities are recommended for obtaining adequate FNA sampling for clinical trials. In addition, patients with cancer who had slightly elevated BMIs (25.0-34.0 kg/m"
0000-0003-2397-9648,2024,Tethered spinal cord tension assessed via ultrasound elastography in computational and intraoperative human studies,"Kerensky Max J, Paul Abhijit, Routkevitch Denis, Hersh Andrew M, Kempski Leadingham Kelley M, Davidar A Daniel, Judy Brendan F, Punnoose Joshua, Williams Autumn, Kumar Avisha, Lehner Kurt, Smith Beth, Son Jennifer K, Azadi Javad R, Shekhar Himanshu, Mercado-Shekhar Karla P, Thakor Nitish V, Theodore Nicholas, Manbachi Amir",https://pubmed.ncbi.nlm.nih.gov/38182729/,"Tension in the spinal cord is a trademark of tethered cord syndrome. Unfortunately, existing tests cannot quantify tension across the bulk of the cord, making the diagnostic evaluation of stretch ambiguous. A potential non-destructive metric for spinal cord tension is ultrasound-derived shear wave velocity (SWV). The velocity is sensitive to tissue elasticity and boundary conditions including strain. We use the term Ultrasound Tensography to describe the acoustic evaluation of tension with SWV. Our solution Tethered cord Assessment with Ultrasound Tensography (TAUT) was utilized in three sub-studies: finite element simulations, a cadaveric benchtop validation, and a neurosurgical case series. The simulation computed SWV for given tensile forces. The cadaveric model with induced tension validated the SWV-tension relationship. Lastly, SWV was measured intraoperatively in patients diagnosed with tethered cords who underwent treatment (spinal column shortening). The surgery alleviates tension by decreasing the vertebral column length. Here we observe a strong linear relationship between tension and squared SWV across the preclinical sub-studies. Higher tension induces faster shear waves in the simulation (R This study presents a physical, clinical metric of spinal cord tension. Strong agreement among computational, cadaveric, and clinical studies demonstrates the utility of ultrasound-induced SWV for quantitative intraoperative feedback. This technology is positioned to enhance tethered cord diagnosis, treatment, and postoperative monitoring as it differentiates stretched from healthy cords. Tethered spinal cord syndrome occurs when surrounding tissue attaches to and causes stretching across the spinal cord. People with a tethered cord can experience weakness, pain, and loss of bladder control. Although increased tension in the spinal cord is known to cause these symptoms, evaluating the amount of stretching remains challenging. We investigated the ability of an ultrasound imaging approach to measure spinal cord tension. We studied our method in a computer simulation, a benchtop validation model, and in six people with tethered cords during surgery that they were undergoing to reduce tension. In each phase, the approach could detect differences between stretched spinal cords and spinal cords in a healthy state. Our method could potentially be used in the future to improve the care of people with a tethered cord."
0000-0003-2397-9648,2023,Anorectal Anatomy Quiz: Practical Review,"Leonardo E. Garcia, Stefano Tassinari, Javad Azadi, Haniee Chung, Susan L. Gearhart",,Abstract unavailable.
0000-0003-2397-9648,2023,CT Evaluation of the Esophagus: The Role of CT Imaging and CT Imaging Findings in Diagnosing Esophageal Abnormalities,"Buchanan Mary E, Fishman Elliot K, Azadi Javad R",https://pubmed.ncbi.nlm.nih.gov/37045693/,"Esophageal disorders are commonly encountered by radiologists on computed tomography. Characteristic computed tomography findings of various esophageal pathologies have been extensively described and are important for the radiologist to know to facilitate accurate and timely diagnosis. Esophageal disorders can be broadly classified as infectious and inflammatory, congenital/structural, or neoplastic. This paper reviews the most common presentations of various esophageal pathologies within each classification."
